solvent,solute,deltaG,logK
CC(C)CO,C/C=C/C,-0.09287999999999999,1.57
CC(C)CO,C/C=C\C,-0.09584,1.62
CC(C)CO,C=CC=C,-0.08932999999999999,1.51
CC(C)CO,C(F)(F)(F)F,0.04319,-0.73
CC(C)CO,CCCl,-0.1053,1.78
CC(C)CO,CC(F)F,-0.058570000000000004,0.99
CC(C)CO,COC,-0.09111,1.54
CC(C)CO,CCCOCCC,-0.18103,3.06
CC(C)CO,CCC(=O)C,-0.17689000000000002,2.99
CC(C)CO,CCCC#N,-0.19759000000000002,3.34
CC(C)CO,N,-0.11004000000000001,1.86
CC(C)CO,CO,-0.18694000000000002,3.16
CC(C)CO,CCO,-0.20765,3.51
CC(C)CO,CCCO,-0.23605,3.99
CC(C)CO,CCCCO,-0.26563000000000003,4.49
CC(C)CO,CCCCCO,-0.29698,5.02
CC(C)CO,FS(F)(F)(F)(F)F,0.00414,-0.07
CC(C)CO,c1ccccc1,-0.16091,2.72
CC(C)CO,Cc1ccccc1,-0.18930999999999998,3.2
CC(C)CO,CCc1ccccc1,-0.21475,3.63
CC(C)CO,c1ccc(cc1)Cl,-0.22066,3.73
CC(C)CO,Cc1ccc(cc1)C,-0.21416,3.62
CC(C)CO,c1ccncc1,-0.2461,4.16
CC(C)CO,CCC=C,-0.08578,1.45
CC(C)CO,CC(=C)C,-0.08578,1.45
CC(C)CO,CCCCCl,-0.1615,2.73
CC(C)CO,[2H][2H],0.06626,-1.12
CC(C)CO,CC(C)CO,-0.2532,4.28
CC(C)CO,CC(C)(C)O,-0.22303,3.77
CC(C)CO,CCCCBr,-0.17984,3.04
CC(C)CO,[cH-]1cccc1.[cH-]1cccc1.[Fe+2],-0.31945999999999997,5.4
CC(C)CO,Cc1ccccn1,-0.26858000000000004,4.54
C1CC(=O)OC1,C(=O)=O,-0.02603,0.44
C1CC(=O)OC1,CCCCC,-0.07774,1.314
C1CC(=O)OC1,CCCCCC,-0.09826,1.661
C1CC(=O)OC1,CCCC(C)C,-0.09176000000000001,1.551
C1CC(=O)OC1,CCCCCCC,-0.11921,2.015
C1CC(=O)OC1,CC(C)CC(C)C,-0.10252,1.733
C1CC(=O)OC1,CCCCCCCC,-0.13962,2.36
C1CC(=O)OC1,CC(C)C(C)C(C)C,-0.13187000000000001,2.229
C1CC(=O)OC1,CCCCCCCCC,-0.16127,2.7260000000000004
C1CC(=O)OC1,C1CCCCC1,-0.12280999999999999,2.076
C1CC(=O)OC1,CCC1CCCCC1,-0.15713,2.656
C1CC(=O)OC1,C1COCCO1,-0.22125999999999998,3.74
C1CC(=O)OC1,CCC(=O)C,-0.19422,3.283
C1CC(=O)OC1,C[N+](=O)[O-],-0.23504,3.9730000000000003
C1CC(=O)OC1,CCO,-0.18606,3.145
C1CC(=O)OC1,Cc1ccccc1,-0.20848000000000003,3.5239999999999996
C1CC(=O)OC1,CC(C)CCC(C)C,-0.12293,2.0780000000000003
C1CCOCC1,CCC,-0.07217,1.22
C1CCOCC1,CCCC,-0.1059,1.79
C1CCOCC1,CC(C)C,-0.09584,1.62
C1CCOCC1,CCCCCC,-0.15381,2.6
C1CCOCC1,CC=C,-0.07454,1.26
C1CCOCC1,C/C=C/C,-0.11359000000000001,1.92
C1CCOCC1,C/C=C\C,-0.11714000000000001,1.98
C1CCOCC1,C=CC=C,-0.11654,1.97
C1CCOCC1,C(F)(F)(F)F,0.04348,-0.735
C1CCOCC1,CCCl,-0.1337,2.26
C1CCOCC1,CC(F)F,-0.08578,1.45
C1CCOCC1,COC,-0.09584,1.62
C1CCOCC1,FS(F)(F)(F)(F)F,0.00225,-0.038
C1CCOCC1,CCC=C,-0.10826,1.83
C1CCOCC1,CC(=C)C,-0.10767,1.82
c1(c(c(c(c(c1F)F)F)F)F)F,CCCCCCCC,-0.20965999999999999,3.5439999999999996
c1(c(c(c(c(c1F)F)F)F)F)F,C1COCCO1,-0.21333000000000002,3.6060000000000003
c1(c(c(c(c(c1F)F)F)F)F)F,CCC(=O)C,-0.18765,3.1719999999999997
c1(c(c(c(c(c1F)F)F)F)F)F,C[N+](=O)[O-],-0.17967,3.037
c1(c(c(c(c(c1F)F)F)F)F)F,CCO,-0.12074000000000001,2.041
c1(c(c(c(c(c1F)F)F)F)F)F,Cc1ccccc1,-0.23143000000000002,3.912
CC(C)OC,CC(C)OC,-0.14553,2.46
CCCCCCO,[He],0.09867999999999999,-1.6680000000000001
CCCCCCO,[Ne],0.0901,-1.5230000000000001
CCCCCCO,[Ar],0.03916,-0.662
CCCCCCO,[Kr],0.01183,-0.2
CCCCCCO,[Xe],-0.02266,0.38299999999999995
CCCCCCO,[HH],0.06981,-1.18
CCCCCCO,O=O,0.042589999999999996,-0.72
CCCCCCO,N#N,0.0565,-0.955
CCCCCCO,[N-]=[N+]=O,-0.0213,0.36
CCCCCCO,C,0.02041,-0.345
CCCCCCO,CC,-0.025259999999999998,0.42700000000000005
CCCCCCO,CCCCC,-0.11637,1.9669999999999999
CCCCCCO,CCCCCC,-0.14701,2.485
CCCCCCO,CCCCCCC,-0.17357,2.9339999999999997
CCCCCCO,C1CCCCC1,-0.16269,2.75
CCCCCCO,C=C,-0.01881,0.318
CCCCCCO,C(F)(F)(F)F,0.052360000000000004,-0.885
CCCCCCO,C(Cl)(Cl)(Cl)Cl,-0.16635999999999998,2.812
CCCCCCO,CCCOCCC,-0.17865999999999999,3.02
CCCCCCO,CC(C)(C)OC,-0.15381,2.6
CCCCCCO,CCC(=O)C,-0.16813,2.842
CCCCCCO,CCCC#N,-0.18748,3.1689999999999996
CCCCCCO,CCCCCO,-0.28988,4.9
CCCCCCO,CCCCCCO,-0.30999,5.24
CCCCCCO,CCCCCCCO,-0.35022,5.92
CCCCCCO,CCCCCCCCO,-0.37211,6.29
CCCCCCO,FS(F)(F)(F)(F)F,0.014790000000000001,-0.25
CCCCCCO,Cc1ccccc1,-0.19652999999999998,3.322
CCCCCCO,CCc1ccccc1,-0.21889,3.7
CCCCCCO,CC(C)CC(C)(C)C,-0.17640999999999998,2.9819999999999998
CC(C)CC(C)O,CC(C)CC(C)O,-0.27332,4.62
C1COCCO1,[He],0.10649000000000002,-1.8
C1COCCO1,[Ne],0.09761,-1.65
C1COCCO1,[Ar],0.04614,-0.78
C1COCCO1,[Kr],0.01775,-0.3
C1COCCO1,[Xe],-0.018340000000000002,0.31
C1COCCO1,[HH],0.07632,-1.29
C1COCCO1,O=O,0.04792,-0.81
C1COCCO1,N#N,0.061529999999999994,-1.04
C1COCCO1,C(=O)=O,-0.050289999999999994,0.85
C1COCCO1,O=S=O,-0.1479,2.5
C1COCCO1,C,0.02426,-0.41
C1COCCO1,CC,-0.02248,0.38
C1COCCO1,CCC,-0.053829999999999996,0.91
C1COCCO1,CCCC,-0.09229,1.56
C1COCCO1,CCCCC,-0.11180999999999999,1.89
C1COCCO1,CC(C)(C)C,-0.09347000000000001,1.58
C1COCCO1,CCCCCC,-0.13784000000000002,2.33
C1COCCO1,CCCC(C)C,-0.12955999999999998,2.19
C1COCCO1,CCCCCCC,-0.16505,2.79
C1COCCO1,CC(C)CC(C)C,-0.14494,2.45
C1COCCO1,CCCCCCCC,-0.19168,3.24
C1COCCO1,CC(C)C(C)C(C)C,-0.17865999999999999,3.02
C1COCCO1,CCCCCCCCC,-0.2183,3.69
C1COCCO1,C1CCCCC1,-0.15677,2.65
C1COCCO1,CCC1CCCCC1,-0.20055,3.39
C1COCCO1,C=C,-0.02544,0.43
C1COCCO1,CC=C,-0.059160000000000004,1.0
C1COCCO1,C=CC=C,-0.08815,1.49
C1COCCO1,C#C,-0.07395,1.25
C1COCCO1,C(F)(F)(F)F,0.05975,-1.01
C1COCCO1,C(Cl)Cl,-0.17748,3.0
C1COCCO1,C(Cl)(Cl)Cl,-0.20114,3.4
C1COCCO1,C(Cl)(Cl)(Cl)Cl,-0.18754,3.17
C1COCCO1,C1COCCO1,-0.22303,3.77
C1COCCO1,CC(=O)C,-0.16801,2.84
C1COCCO1,CCC(=O)C,-0.19404000000000002,3.28
C1COCCO1,CCCCC(=O)C,-0.24669000000000002,4.17
C1COCCO1,CC#N,-0.1899,3.21
C1COCCO1,CCN(CC)CC,-0.17629,2.98
C1COCCO1,C[N+](=O)[O-],-0.21948,3.71
C1COCCO1,O,-0.1828,3.09
C1COCCO1,CO,-0.16624,2.81
C1COCCO1,CCO,-0.18694000000000002,3.16
C1COCCO1,CCCO,-0.19582,3.31
C1COCCO1,C(C(F)(F)F)O,-0.24433000000000002,4.13
C1COCCO1,FS(F)(F)(F)(F)F,0.02307,-0.39
C1COCCO1,c1ccccc1,-0.19641,3.32
C1COCCO1,Cc1ccccc1,-0.2254,3.81
C1COCCO1,CCc1ccccc1,-0.24729,4.18
C1COCCO1,c1ccc(cc1)Cl,-0.25084,4.24
C1COCCO1,CC(C)O,-0.18930999999999998,3.2
C1COCCO1,C(=S)=S,-0.13133,2.22
C1COCCO1,c1ccncc1,-0.24669000000000002,4.17
C1COCCO1,CCOC(=O)C,-0.19463,3.29
C1COCCO1,CN(C)C=O,-0.2674,4.52
C1COCCO1,C1CC1,-0.08401,1.42
C1COCCO1,CC(C)(C)Cl,-0.14553,2.46
C1COCCO1,CC(C)(C)Br,-0.16505,2.79
C1COCCO1,C(C(F)(Cl)Cl)(F)(Cl)Cl,-0.19345,3.27
C1COCCO1,C[Sn](C)(C)C,-0.14908,2.52
C1COCCO1,c1ccc(cc1)CCl,-0.31354,5.3
C1COCCO1,[2H][2H],0.07454,-1.26
C1COCCO1,C(CCl)Cl,-0.21593,3.65
C1COCCO1,CCC(C)O,-0.24019000000000001,4.06
C1COCCO1,CC[Sn](CC)(CC)CC,-0.27626999999999996,4.67
C1COCCO1,c1(c(c(c(c(c1F)F)F)F)F)F,-0.18339,3.1
C1COCCO1,CC1CCCCC1,-0.17748,3.0
C1COCCO1,CC(C)CCC(C)C,-0.17275,2.92
C1COCCO1,C(=C(Cl)Cl)Cl,-0.21297,3.6
C1COCCO1,C(=C(Cl)Cl)(Cl)Cl,-0.22125999999999998,3.74
C1COCCO1,C1CCOCC1,-0.19641,3.32
C1COCCO1,CCCCN,-0.18813,3.18
C1COCCO1,c1ccc(cc1)F,-0.20351,3.44
C1COCCO1,c1ccc(cc1)Br,-0.27981999999999996,4.73
C1COCCO1,CCCCCCl,-0.21006999999999998,3.551
C1COCCO1,CC[Si](CC)(CC)CC,-0.23013000000000003,3.89
C1COCCO1,c1ccc(c(c1)Cl)Cl,-0.30408,5.14
C1COCCO1,CCCCCCC(=O)C,-0.29639,5.01
C1COCCO1,c1ccc(cc1)I,-0.31295,5.29
C1COCCO1,CC(C)CC(=O)C,-0.23071999999999998,3.9
C1COCCO1,CC#C,-0.10649000000000002,1.8
C1COCCO1,CCC#C,-0.13015,2.2
C1COCCO1,C=CC#C,-0.13902,2.35
C1COCCO1,C1CCC(C1)O,-0.2745,4.64
C1COCCO1,C(CBr)Br,-0.2532,4.28
C1COCCO1,C(C(F)(F)F)(Cl)Br,-0.19108,3.23
C1COCCO1,c1ccc(cc1)C(=O)O,-0.42536,7.19
C1COCCO1,C1COCCN1,-0.24788000000000002,4.19
CCCCCCCCO,[He],0.10175,-1.72
CCCCCCCCO,[Ne],0.09287999999999999,-1.57
CCCCCCCCO,[Ar],0.042,-0.71
CCCCCCCCO,[Kr],0.0142,-0.24
CCCCCCCCO,[Xe],-0.02248,0.38
CCCCCCCCO,[HH],0.07632,-1.29
CCCCCCCCO,O=O,0.04496,-0.76
CCCCCCCCO,N#N,0.06034,-1.02
CCCCCCCCO,[N-]=[N+]=O,-0.01952,0.33
CCCCCCCCO,[C-]#[O+],0.05206,-0.88
CCCCCCCCO,C(=O)=O,-0.009470000000000001,0.16
CCCCCCCCO,C,0.02248,-0.38
CCCCCCCCO,CC,-0.02485,0.42
CCCCCCCCO,CCC,-0.057379999999999994,0.97
CCCCCCCCO,CCCC,-0.09051000000000001,1.53
CCCCCCCCO,CCCCC,-0.11535999999999999,1.95
CCCCCCCCO,CCCCCC,-0.14435,2.44
CCCCCCCCO,CCCCCCC,-0.17452,2.95
CCCCCCCCO,CCCCCCCC,-0.19523,3.3
CCCCCCCCO,C1CCCCC1,-0.16032000000000002,2.71
CCCCCCCCO,C=C,-0.01656,0.28
CCCCCCCCO,C(F)(F)(F)F,0.0562,-0.95
CCCCCCCCO,C(Cl)Cl,-0.13429000000000002,2.27
CCCCCCCCO,C(Cl)(Cl)Cl,-0.16565,2.8
CCCCCCCCO,C(Cl)(Cl)(Cl)Cl,-0.16505,2.79
CCCCCCCCO,CI,-0.12778,2.16
CCCCCCCCO,CCI,-0.15322,2.59
CCCCCCCCO,COC,-0.08105,1.37
CCCCCCCCO,CCOCC,-0.12955999999999998,2.19
CCCCCCCCO,CCCOCCC,-0.1757,2.97
CCCCCCCCO,CC(C)OC(C)C,-0.15736,2.66
CCCCCCCCO,CCCCOCCCC,-0.23013000000000003,3.89
CCCCCCCCO,CCOC(C)(C)C,-0.15914,2.69
CCCCCCCCO,CCC(C)(C)OC,-0.17629,2.98
CCCCCCCCO,CC(C)(C)OC,-0.15263,2.58
CCCCCCCCO,C1CCOC1,-0.1692,2.86
CCCCCCCCO,C1COCCO1,-0.18754,3.17
CCCCCCCCO,CC(=O)C,-0.13666,2.31
CCCCCCCCO,CCC(=O)C,-0.16387000000000002,2.77
CCCCCCCCO,CCCC(=O)C,-0.18872,3.19
CCCCCCCCO,CCCCC(=O)C,-0.21771,3.68
CCCCCCCCO,CCCCCC(=O)C,-0.24550999999999998,4.15
CCCCCCCCO,CC(=O)OC,-0.13666,2.31
CCCCCCCCO,CCCOC(=O)C,-0.18754,3.17
CCCCCCCCO,CCCCOC(=O)C,-0.21593,3.65
CCCCCCCCO,CC#N,-0.13666,2.31
CCCCCCCCO,CCC#N,-0.15914,2.69
CCCCCCCCO,CCCC#N,-0.18458,3.12
CCCCCCCCO,CNC,-0.11832000000000001,2.0
CCCCCCCCO,C[N+](=O)[O-],-0.14908,2.52
CCCCCCCCO,CO,-0.16801,2.84
CCCCCCCCO,CCO,-0.18930999999999998,3.2
CCCCCCCCO,CCCO,-0.21771,3.68
CCCCCCCCO,CCCCO,-0.24788000000000002,4.19
CCCCCCCCO,CCCCCO,-0.27746,4.69
CCCCCCCCO,CCCCCCO,-0.30645,5.18
CCCCCCCCO,CCCCCCCCO,-0.35673,6.03
CCCCCCCCO,FS(F)(F)(F)(F)F,0.01775,-0.3
CCCCCCCCO,c1ccccc1,-0.16565,2.8
CCCCCCCCO,Cc1ccccc1,-0.19582,3.31
CCCCCCCCO,CCc1ccccc1,-0.22007,3.72
CCCCCCCCO,CCCc1ccccc1,-0.24195999999999998,4.09
CCCCCCCCO,CC(C)c1ccccc1,-0.23545,3.98
CCCCCCCCO,CCBr,-0.12483,2.11
CCCCCCCCO,CN(C)C,-0.11477000000000001,1.94
CCCCCCCCO,CC(C)O,-0.19996,3.38
CCCCCCCCO,C(=S)=S,-0.13488,2.28
CCCCCCCCO,Cc1ccc(cc1)C,-0.22421,3.79
CCCCCCCCO,CCOC(=O)C,-0.15972999999999998,2.7
CCCCCCCCO,CN(C)C=O,-0.25911999999999996,4.38
CCCCCCCCO,CCCCCl,-0.16091,2.72
CCCCCCCCO,C[Sn](C)(C)C,-0.155,2.62
CCCCCCCCO,CCCC=C,-0.11417999999999999,1.93
CCCCCCCCO,CCCCC=C,-0.14257,2.41
CCCCCCCCO,CC(=C)C=C,-0.12187,2.06
CCCCCCCCO,C(CCl)Cl,-0.16446,2.78
CCCCCCCCO,CCCCl,-0.13252,2.24
CCCCCCCCO,CN,-0.1124,1.9
CCCCCCCCO,CC(=O)O,-0.25498000000000004,4.31
CCCCCCCCO,CC(C)CO,-0.2325,3.93
CCCCCCCCO,CCC(C)O,-0.22480999999999998,3.8
CCCCCCCCO,CC(C)(C)O,-0.20706,3.5
CCCCCCCCO,Cc1ccccc1C,-0.23071999999999998,3.9
CCCCCCCCO,CC1CCCCC1,-0.18044000000000002,3.05
CCCCCCCCO,CCCCBr,-0.1828,3.09
CCCCCCCCO,CC(C)CCO,-0.2674,4.52
CCCCCCCCO,C1CCC(CC1)O,-0.30645,5.18
CCCCCCCCO,C(CCl)O,-0.25439,4.3
CCCCCCCCO,CC(Cl)(Cl)Cl,-0.15972999999999998,2.7
CCCCCCCCO,CCOC=O,-0.12955999999999998,2.19
CCCCCCCCO,CCCCCCC=C,-0.19818,3.35
CCCCCCCCO,CCCCCCCC=C,-0.22658000000000003,3.83
CCCCCCCCO,C1CCC=CC1,-0.16742,2.83
CCCCCCCCO,CCl,-0.08223,1.39
CCCCCCCCO,CC(Cl)Cl,-0.14257,2.41
CCCCCCCCO,C(C(Cl)Cl)Cl,-0.20114,3.4
CCCCCCCCO,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,-0.26444,4.47
CCCCCCCCO,CC(CCl)Cl,-0.17511,2.96
CCCCCCCCO,C(=C\Cl)\Cl,-0.15145,2.56
CCCCCCCCO,C(=C(Cl)Cl)Cl,-0.17689000000000002,2.99
CCCCCCCCO,C(=C(Cl)Cl)(Cl)Cl,-0.20586999999999997,3.48
CCCCCCCCO,C(Br)Br,-0.18162,3.07
CCCCCCCCO,C(Cl)(Br)Br,-0.21238,3.59
CCCCCCCCO,CC(C)COCC(C)C,-0.20114,3.4
CCCCCCCCO,CCCCCOCCCCC,-0.28396,4.8
CCCCCCCCO,C1CCOCC1,-0.19049000000000002,3.22
CCCCCCCCO,CCC(=O)CC,-0.18930999999999998,3.2
CCCCCCCCO,CC(C)C(=O)C,-0.17984,3.04
CCCCCCCCO,C1CCC(=O)C1,-0.21711,3.67
CCCCCCCCO,COC=O,-0.10353,1.75
CCCCCCCCO,CCCOC=O,-0.15736,2.66
CCCCCCCCO,CCCCCOC(=O)C,-0.24374,4.12
CCCCCCCCO,CCCCCCOC(=O)C,-0.27095,4.58
CCCCCCCCO,CC(C)OC(=O)C,-0.17334000000000002,2.93
CCCCCCCCO,CC(C)COC(=O)C,-0.2041,3.45
CCCCCCCCO,CC(C)CCOC(=O)C,-0.23309000000000002,3.94
CCCCCCCCO,CCC(=O)OCC,-0.18635,3.15
CCCCCCCCO,CCCC(=O)OCC,-0.21061,3.56
CCCCCCCCO,CC(C)C#N,-0.16979,2.87
CCCCCCCCO,CCCCC#N,-0.21297,3.6
CCCCCCCCO,CCCCCC#N,-0.24136999999999997,4.08
CCCCCCCCO,CCCCN,-0.21356999999999998,3.61
CCCCCCCCO,CCCNCCC,-0.21238,3.59
CCCCCCCCO,CC[N+](=O)[O-],-0.17038,2.88
CCCCCCCCO,CCC[N+](=O)[O-],-0.19227,3.25
CCCCCCCCO,CCCCCCCCCCCCCCCCO,-0.58568,9.9
CCCCCCCCO,CCCCCCCCCCCCCCCCCCO,-0.64661,10.93
CCCCCCCCO,CCCCCCCCCCCCCCCCCCCCO,-0.71346,12.06
CCCCCCCCO,CS(=O)C,-0.29343,4.96
CCCCCCCCO,Cc1cccc(c1)C,-0.22421,3.79
CCCCCCCCO,COc1ccccc1,-0.23723000000000002,4.01
CCCCCCCCO,c1ccc(cc1)C#N,-0.26385,4.46
CCCCCCCCO,C1CCNCC1,-0.239,4.04
CCCCCCCCO,CN1CCCC1,-0.21534,3.64
CCCCCCCCO,C1CCNC1,-0.24078000000000002,4.07
CCCCCCCCO,c1cc(cc(c1)Cl)Cl,-0.24433000000000002,4.13
c1ccc(cc1)C#N,[Ar],0.04881,-0.825
c1ccc(cc1)C#N,[C-]#[O+],0.04668,-0.789
c1ccc(cc1)C#N,O=S=O,-0.11252000000000001,1.902
c1ccc(cc1)C#N,CC,-0.022359999999999998,0.37799999999999995
c1ccc(cc1)C#N,CCC,-0.04827,0.816
c1ccc(cc1)C#N,CCCC,-0.07833,1.324
c1ccc(cc1)C#N,CCCCC,-0.1085,1.834
c1ccc(cc1)C#N,CCCCCC,-0.13488,2.27994871228
c1ccc(cc1)C#N,CCCC(C)C,-0.1254,2.11966849084
c1ccc(cc1)C#N,CCCCCCC,-0.1621,2.74012161177
c1ccc(cc1)C#N,CC(C)CC(C)C,-0.14005,2.3673093828200003
c1ccc(cc1)C#N,CCCCCCCC,-0.18895,3.19388747823
c1ccc(cc1)C#N,CC(C)C(C)C(C)C,-0.17310999999999999,2.92611096996
c1ccc(cc1)C#N,CCCCCCCCC,-0.21536999999999998,3.6404945146599994
c1ccc(cc1)C#N,C1CCCCC1,-0.15281,2.5830417291099996
c1ccc(cc1)C#N,CCC1CCCCC1,-0.19747,3.3378947617500003
c1ccc(cc1)C#N,C=C,-0.01952,0.3299
c1ccc(cc1)C#N,CCCl,-0.125,2.113
c1ccc(cc1)C#N,C(Cl)Cl,-0.16405,2.773
c1ccc(cc1)C#N,CI,-0.1479,2.5
c1ccc(cc1)C#N,CCI,-0.17369,2.9360000000000004
c1ccc(cc1)C#N,C1COCCO1,-0.22315,3.772
c1ccc(cc1)C#N,CCC(=O)C,-0.19854000000000002,3.3560000000000003
c1ccc(cc1)C#N,CCC#N,-0.20895,3.532
c1ccc(cc1)C#N,CNC,-0.12150999999999999,2.0540000000000003
c1ccc(cc1)C#N,CCN(CC)CC,-0.17612,2.977
c1ccc(cc1)C#N,C[N+](=O)[O-],-0.21350999999999998,3.609
c1ccc(cc1)C#N,CO,-0.14672000000000002,2.48
c1ccc(cc1)C#N,CCO,-0.16665,2.8169999999999997
c1ccc(cc1)C#N,FS(F)(F)(F)(F)F,0.03082,-0.521
c1ccc(cc1)C#N,c1ccccc1,-0.18836,3.1839999999999997
c1ccc(cc1)C#N,Cc1ccccc1,-0.21794000000000002,3.6839999999999997
c1ccc(cc1)C#N,c1ccc(cc1)Cl,-0.24397,4.124
c1ccc(cc1)C#N,CCBr,-0.14778,2.498
c1ccc(cc1)C#N,C(=S)=S,-0.13796,2.332
c1ccc(cc1)C#N,CC(C)(C)Cl,-0.13648,2.307
c1ccc(cc1)C#N,CC(C)(C)Br,-0.15800999999999998,2.6710000000000003
c1ccc(cc1)C#N,CCCC=C,-0.11299000000000001,1.91
c1ccc(cc1)C#N,CCCCC=C,-0.1311,2.2159999999999997
c1ccc(cc1)C#N,CC(=C)C=C,-0.13009,2.199
c1ccc(cc1)C#N,CC(C)CCC(C)C,-0.16626,2.8104341181
c1ccc(cc1)C#N,CC=C(C)C,-0.12536,2.119
c1ccc(cc1)C#N,C1CCC=CC1,-0.17132999999999998,2.8960000000000004
c1ccc(cc1)C#N,CCl,-0.09501,1.6059999999999999
c1ccc(cc1)C#N,c1ccc(cc1)C#N,-0.31692,5.357
c1ccc(cc1)C#N,c1ccc(cc1)F,-0.19665,3.324
c1ccc(cc1)C#N,c1ccc(cc1)CO,-0.34691,5.864
c1ccc(cc1)C#N,c1ccc(c(c1)Cl)Cl,-0.2958,5.0
c1ccc(cc1)C#N,c1ccc(cc1)I,-0.30278,5.118
c1ccc(cc1)C#N,C/C=C/C=C,-0.14121,2.387
c1ccc(cc1)C#N,CCCC#C,-0.14364000000000002,2.428
c1ccc(cc1)C#N,c1ccc2cc3ccccc3cc2c1,-0.49516000000000004,8.37
c1ccc(cc1)C#N,c1cc2ccc3cccc4c3c2c(c1)cc4,-0.56793,9.6
CCOC(=O)c1ccccc1,CCCCC,-0.11495,1.943
CCOC(=O)c1ccccc1,CCCCCC,-0.14357999999999999,2.427
CCOC(=O)c1ccccc1,CCCCCCC,-0.1731,2.926
CCOC(=O)c1ccccc1,CCCCCCCC,-0.2012,3.4010000000000002
CCOC(=O)c1ccccc1,C1CCCC1,-0.13719,2.319
CCOC(=O)c1ccccc1,C1CCCCC1,-0.16275,2.7510000000000003
CCOC(=O)c1ccccc1,CCOCC,-0.13465,2.276
CCOC(=O)c1ccccc1,CC(C)OC(C)C,-0.16014,2.707
CCOC(=O)c1ccccc1,CCOC(C)(C)C,-0.16701,2.823
CCOC(=O)c1ccccc1,CCC(C)(C)OC,-0.18357,3.103
CCOC(=O)c1ccccc1,CC(C)(C)OC,-0.15316,2.589
CCOC(=O)c1ccccc1,c1ccccc1,-0.18659,3.154
CCOC(=O)c1ccccc1,Cc1ccccc1,-0.2151,3.636
CCOC(=O)c1ccccc1,CCc1ccccc1,-0.2409,4.072
CCOC(=O)c1ccccc1,Cc1ccc(cc1)C,-0.24450999999999998,4.133
CCOC(=O)c1ccccc1,CCCC=C,-0.11844,2.002
CCOC(=O)c1ccccc1,CCCCC=C,-0.16813,2.842
CCOC(=O)c1ccccc1,CC1CCCC1,-0.15423,2.6069999999999998
CCOC(=O)c1ccccc1,Cc1ccccc1C,-0.2522,4.263
CCOC(=O)c1ccccc1,CC1CCCCC1,-0.18032,3.048
CCOC(=O)c1ccccc1,CCCCCCC=C,-0.20605,3.483
CCOC(=O)c1ccccc1,C1CCC=CC1,-0.17517,2.9610000000000003
CCOC(=O)c1ccccc1,Cc1cccc(c1)C,-0.24634,4.164
C/N=C/O,[Ar],0.057379999999999994,-0.97
C/N=C/O,O=O,0.048510000000000005,-0.82
C/N=C/O,CCCCC,-0.07808999999999999,1.32
C/N=C/O,CCCCCC,-0.10116,1.71
C/N=C/O,CCCC(C)C,-0.09702000000000001,1.64
C/N=C/O,CCCCCCC,-0.12245999999999999,2.07
C/N=C/O,CC(C)CC(C)C,-0.10767,1.82
C/N=C/O,CCCCCCCC,-0.14376,2.43
C/N=C/O,CC(C)C(C)C(C)C,-0.13962,2.36
C/N=C/O,CCCCCCCCC,-0.16565,2.8
C/N=C/O,C1CCCCC1,-0.12600999999999998,2.13
C/N=C/O,CCC1CCCCC1,-0.1615,2.73
C/N=C/O,C=C,-0.008870000000000001,0.15
C/N=C/O,CCOCC,-0.11535999999999999,1.95
C/N=C/O,CC(C)OC(C)C,-0.13193,2.23
C/N=C/O,CCOC(C)(C)C,-0.13902,2.35
C/N=C/O,CCC(C)(C)OC,-0.15677,2.65
C/N=C/O,CC(C)(C)OC,-0.1337,2.26
C/N=C/O,C1COCCO1,-0.21061,3.56
C/N=C/O,CC(=O)C,-0.16565,2.8
C/N=C/O,CCC(=O)C,-0.18517,3.13
C/N=C/O,CCCC(=O)C,-0.20351,3.44
C/N=C/O,O,-0.22895,3.87
C/N=C/O,CO,-0.19699999999999998,3.33
C/N=C/O,CCO,-0.21061,3.56
C/N=C/O,FS(F)(F)(F)(F)F,0.04437,-0.75
C/N=C/O,c1ccccc1,-0.16624,2.81
C/N=C/O,Cc1ccccc1,-0.18813,3.18
C/N=C/O,CCc1ccccc1,-0.20883000000000002,3.53
C/N=C/O,Cc1ccc(cc1)C,-0.20824,3.52
C/N=C/O,CCCC=C,-0.08578,1.45
C/N=C/O,CC(C)C=C,-0.07572000000000001,1.28
C/N=C/O,CCCCC=C,-0.11062999999999999,1.87
C/N=C/O,CC(=C)C=C,-0.1059,1.79
C/N=C/O,CC1CCCC1,-0.11595,1.96
C/N=C/O,Cc1ccccc1C,-0.21771,3.68
C/N=C/O,CC1CCCCC1,-0.13784000000000002,2.33
C/N=C/O,CC(C)CCC(C)C,-0.12838,2.17
C/N=C/O,CCC(C)C,-0.06803,1.15
C/N=C/O,CC=C(C)C,-0.09406,1.59
C/N=C/O,CCCCCCC=C,-0.15617999999999999,2.64
C/N=C/O,C1CCC=CC1,-0.14139000000000002,2.39
C/N=C/O,Cc1cccc(c1)C,-0.20883000000000002,3.53
C/N=C/O,C/C=C\C=C,-0.11595,1.96
C/N=C/O,C/C=C/C=C,-0.1124,1.9
C/N=C/O,C/N=C/O,-0.35731999999999997,6.04
C(=O)N,CCC,0.00828,-0.14
C(=O)N,CCCC,-0.00532,0.09
C(=O)N,CCCCC,-0.018930000000000002,0.32
C(=O)N,CCCCCC,-0.02307,0.39
C(=O)N,CCCCCCC,-0.03905,0.66
