deltaG,solute,solvent
-4.14729024,C(Cl)(Cl)(Cl)Cl,C(CCl)Cl
-3.61527297,CI,C(CCl)Cl
-4.2019448100000005,CCI,C(CCl)Cl
-3.4789824599999997,CCOCC,C(CCl)Cl
-5.97556632,CCCCOCCCC,C(CCl)Cl
-4.31102334,C1CCOC1,C(CCl)Cl
-5.7707846400000005,C1COCCO1,C(CCl)Cl
-4.27020537,CC(=O)C,C(CCl)Cl
-4.96595574,CCC(=O)C,C(CCl)Cl
-4.2155508,CC(=O)OC,C(CCl)Cl
-6.029990280000001,CCCCOC(=O)C,C(CCl)Cl
-4.29741735,CC#N,C(CCl)Cl
-5.12968884,CCC#N,C(CCl)Cl
-4.8704832,CCN(CC)CC,C(CCl)Cl
-4.8704832,C[N+](=O)[O-],C(CCl)Cl
-2.94673458,CO,C(CCl)Cl
-3.6427155599999996,CCO,C(CCl)Cl
-4.33846593,CCCO,C(CCl)Cl
-5.55262758,CCCCCO,C(CCl)Cl
-6.07103886,CCCCCCO,C(CCl)Cl
-4.5294110100000005,c1ccccc1,C(CCl)Cl
-5.307027930000001,Cc1ccccc1,C(CCl)Cl
-9.65909985,CCCCCCCCCCCCCCCC,C(CCl)Cl
-3.6016669800000005,CCBr,C(CCl)Cl
-3.28780677,C(=S)=S,C(CCl)Cl
-5.961960330000001,Cc1ccc(cc1)C,C(CCl)Cl
-5.6753121,c1ccncc1,C(CCl)Cl
-5.04782229,CCOC(=O)C,C(CCl)Cl
-4.43393847,CCCCCl,C(CCl)Cl
-3.574455,CC(C)(C)Cl,C(CCl)Cl
-4.02460572,CC(C)(C)Br,C(CCl)Cl
-5.06142828,COC(=O)OC,C(CCl)Cl
-3.6016669800000005,C[Sn](C)(C)C,C(CCl)Cl
-2.86486803,CCCC=C,C(CCl)Cl
-2.71497153,CC(C)C=C,C(CCl)Cl
-3.30164337,CC(=C)C=C,C(CCl)Cl
-4.7339620799999995,C(CCl)Cl,C(CCl)Cl
-3.6971395200000003,CCCCl,C(CCl)Cl
-4.6520955299999995,CC(=O)O,C(CCl)Cl
-6.125693430000001,Cc1ccccc1C,C(CCl)Cl
-4.22915679,CC(C)CCC(C)C,C(CCl)Cl
-4.24299339,CC(Cl)(Cl)Cl,C(CCl)Cl
-4.02460572,CC(Cl)Cl,C(CCl)Cl
-5.47076103,C(C(Cl)Cl)Cl,C(CCl)Cl
-5.04782229,C(=C(Cl)Cl)(Cl)Cl,C(CCl)Cl
-6.26198394,C1CCC(=O)C1,C(CCl)Cl
-8.567622720000001,CS(=O)C,C(CCl)Cl
-5.97556632,Cc1cccc(c1)C,C(CCl)Cl
-7.84466037,c1ccc(cc1)N,C(CCl)Cl
-8.390283629999999,c1ccc(cc1)[N+](=O)[O-],C(CCl)Cl
-7.2988065,c1ccc(cc1)CO,C(CCl)Cl
-6.78039522,C1CCC(=O)CC1,C(CCl)Cl
-6.6577107,CCCC[N+](=O)[O-],C(CCl)Cl
-7.830823769999999,CC(=O)c1ccccc1,C(CCl)Cl
-6.37106247,C(C(Cl)Cl)(Cl)Cl,C(CCl)Cl
-3.7107455099999997,C(=C/Cl)\Cl,C(CCl)Cl
-5.11608285,CCC(=O)O,C(CCl)Cl
-6.09825084,CCCC(=O)O,C(CCl)Cl
-6.48037161,CCCCC(=O)O,C(CCl)Cl
-6.998782889999999,CCCCCC(=O)O,C(CCl)Cl
-2.79683808,C(C(F)(Cl)Cl)(F)(F)Cl,C(CCl)Cl
-7.244382540000001,CC(=O)N(C)C,C(CCl)Cl
-4.40649588,C(=O)O,C(CCl)Cl
-4.84327122,COCCOC,C(CCl)Cl
-5.26620996,CCOC(C)OCC,C(CCl)Cl
-8.66309526,c1ccc(c(c1)[N+](=O)[O-])Cl,C(CCl)Cl
-8.74496181,CCC(=O)c1ccccc1,C(CCl)Cl
-9.31802766,CCCCCCCCCC(=O)O,C(CCl)Cl
-7.38759135,CCCCCCCOC(=O)C,CCCCCCCOC(=O)C
-4.01099973,CCCCCC,CC(C)(C)OC
-3.76540008,CCCC(C)C,CC(C)(C)OC
-4.67953812,CCCCCCC,CC(C)(C)OC
-3.5470124100000002,C1CCCC1,CC(C)(C)OC
-4.16112684,C1CCCCC1,CC(C)(C)OC
-3.80621805,CC(C)(C)OC,CC(C)(C)OC
-3.66992754,CC#N,CC(C)(C)OC
-3.45153987,CO,CC(C)(C)OC
-3.9427391700000003,CCO,CC(C)(C)OC
-4.59767157,CCCO,CC(C)(C)OC
-5.320633920000001,CCCCO,CC(C)(C)OC
-4.31102334,c1ccccc1,CC(C)(C)OC
-4.2155508,CC(C)O,CC(C)(C)OC
-4.6520955299999995,CC(C)CC(C)(C)C,CC(C)(C)OC
-4.67953812,C(C(F)(Cl)Cl)(F)(Cl)Cl,CC(C)(C)OC
-4.24299339,COC(=O)OC,CC(C)(C)OC
-4.346537280000001,C(CCl)Cl,CC(C)(C)OC
-4.3656779100000005,CC(C)(C)O,CC(C)(C)OC
-4.80222264,CC1CCCCC1,CC(C)(C)OC
-5.3478459,CCOC(=O)OCC,CC(C)(C)OC
-3.61527297,C(C(F)(Cl)Cl)(F)(F)Cl,CC(C)(C)OC
-4.6931441099999995,C(C(F)(F)F)(Cl)Br,CC(C)(C)OC
-4.80222264,CN1CCCCC1,CC(C)(C)OC
1.41894333,[HH],CCCCOCCCC
0.77761692,O=O,CCCCOCCCC
0.92774403,N#N,CCCCOCCCC
-2.4421599,CCCC,CCCCOCCCC
-3.1787282400000003,CCCCC,CCCCOCCCC
-3.84726663,CCCCCC,CCCCOCCCC
-4.6112775599999996,CCCCCCC,CCCCOCCCC
-5.25237336,CCCCCCCC,CCCCOCCCC
-4.10647227,C1CCCCC1,CCCCOCCCC
-3.20594022,C(Cl)Cl,CCCCOCCCC
-4.16112684,C(Cl)(Cl)Cl,CCCCOCCCC
-4.16112684,C(Cl)(Cl)(Cl)Cl,CCCCOCCCC
-3.31524936,CCOCC,CCCCOCCCC
-5.48436702,CCCCOCCCC,CCCCOCCCC
-3.80621805,C1CCOC1,CCCCOCCCC
-4.2838113600000005,C1COCCO1,CCCCOCCCC
-3.0696497099999993,CC(=O)C,CCCCOCCCC
-3.7243515,CCC(=O)C,CCCCOCCCC
-5.74357266,CCCCCC(=O)C,CCCCOCCCC
-5.62088814,CCCC(=O)CCC,CCCCOCCCC
-2.89231062,CC#N,CCCCOCCCC
-3.53340642,C[N+](=O)[O-],CCCCOCCCC
-2.64671097,CO,CCCCOCCCC
-3.2605947900000003,CCO,CCCCOCCCC
-4.67953812,CCCCO,CCCCOCCCC
-4.10647227,c1ccccc1,CCCCOCCCC
-4.88408919,Cc1ccccc1,CCCCOCCCC
-4.10647227,CCCCCl,CCCCOCCCC
-4.25659938,C[Sn](C)(C)C,CCCCOCCCC
-4.16112684,C(CCl)Cl,CCCCOCCCC
-4.079260290000001,CC(Cl)(Cl)Cl,CCCCOCCCC
-4.8158286299999995,C1CCC(=O)C1,CCCCOCCCC
-3.65632155,CCCCN,CCCCOCCCC
-4.78861665,CCCCCCl,CCCCOCCCC
-2.9195225999999996,CCCN,CCCCOCCCC
2.1146937,[He],CC(C)CO
1.9099120200000002,[Ne],CC(C)CO
0.8048289,[Ar],CC(C)CO
0.21838766999999998,[Kr],CC(C)CO
-0.54562326,[Xe],CC(C)CO
-1.20055566,[Rn],CC(C)CO
1.52802186,[HH],CC(C)CO
0.8866954499999999,O=O,CC(C)CO
1.21416165,N#N,CC(C)CO
1.03682256,[C-]#[O+],CC(C)CO
-0.36828416999999997,C(=O)=O,CC(C)CO
0.39572675999999996,C,CC(C)CO
-0.6410958,CC,CC(C)CO
-1.32324018,CCC,CC(C)CO
-2.03282715,CCCC,CC(C)CO
-1.8008334899999998,CC(C)C,CC(C)CO
-3.3560673299999997,CCCCCC,CC(C)CO
-3.9155271899999997,CCCCCCC,CC(C)CO
-3.8608726200000003,C1CCCCC1,CC(C)CO
-0.46375670999999996,C=C,CC(C)CO
-1.2960282,CC=C,CC(C)CO
-2.1419056800000003,C/C=C/C,CC(C)CO
-2.21016624,C/C=C\C,CC(C)CO
-2.06003913,C=CC=C,CC(C)CO
0.99600459,C(F)(F)(F)F,CC(C)CO
-2.4283233,CCCl,CC(C)CO
-1.35068277,CC(F)F,CC(C)CO
-2.10108771,COC,CC(C)CO
-4.17473283,CCCOCCC,CC(C)CO
-4.079260290000001,CCC(=O)C,CC(C)CO
-4.55662299,CCCC#N,CC(C)CO
-2.53763244,N,CC(C)CO
-4.31102334,CO,CC(C)CO
-4.78861665,CCO,CC(C)CO
-5.4435490500000006,CCCO,CC(C)CO
-6.125693430000001,CCCCO,CC(C)CO
-6.8486557800000005,CCCCCO,CC(C)CO
0.09547254,FS(F)(F)(F)(F)F,CC(C)CO
-3.7107455099999997,c1ccccc1,CC(C)CO
-4.3656779100000005,Cc1ccccc1,CC(C)CO
-4.95234975,CCc1ccccc1,CC(C)CO
-5.08864026,c1ccc(cc1)Cl,CC(C)CO
-4.9387437599999995,Cc1ccc(cc1)C,CC(C)CO
-5.6753121,c1ccncc1,CC(C)CO
-1.9781725799999998,CCC=C,CC(C)CO
-1.9781725799999998,CC(=C)C,CC(C)CO
-3.7243515,CCCCCl,CC(C)CO
1.52802186,[2H][2H],CC(C)CO
-5.839045199999999,CC(C)CO,CC(C)CO
-5.14329483,CC(C)(C)O,CC(C)CO
-4.14729024,CCCCBr,CC(C)CO
-7.36706706,[cH-]1cccc1.[cH-]1cccc1.[Fe+2],CC(C)CO
-6.193723380000001,Cc1ccccn1,CC(C)CO
-0.60027783,C(=O)=O,C1CC(=O)OC1
-1.79276214,CCCCC,C1CC(=O)OC1
-2.26597386,CCCCCC,C1CC(=O)OC1
-2.11607736,CCCC(C)C,C1CC(=O)OC1
-2.74910181,CCCCCCC,C1CC(=O)OC1
-2.36421372,CC(C)CC(C)C,C1CC(=O)OC1
-3.21977682,CCCCCCCC,C1CC(=O)OC1
-3.0410540699999995,CC(C)C(C)C(C)C,C1CC(=O)OC1
-3.71904747,CCCCCCCCC,C1CC(=O)OC1
-2.83212141,C1CCCCC1,C1CC(=O)OC1
-3.6235749299999997,CCC1CCCCC1,C1CC(=O)OC1
-5.10247686,C1COCCO1,C1CC(=O)OC1
-4.47890742,CCC(=O)C,C1CC(=O)OC1
-5.42025744,C[N+](=O)[O-],C1CC(=O)OC1
-4.29072966,CCO,C1CC(=O)OC1
-4.8077572800000015,Cc1ccccc1,C1CC(=O)OC1
-2.83488873,CC(C)CCC(C)C,C1CC(=O)OC1
-1.66431237,CCC,C1CCOCC1
-2.4421599,CCCC,C1CCOCC1
-2.21016624,CC(C)C,C1CCOCC1
-3.5470124100000002,CCCCCC,C1CCOCC1
-1.7189669399999998,CC=C,C1CCOCC1
-2.61949899,C/C=C/C,C1CCOCC1
-2.70136554,C/C=C\C,C1CCOCC1
-2.68752894,C=CC=C,C1CCOCC1
1.00269228,C(F)(F)(F)F,C1CCOCC1
-3.0832557000000005,CCCl,C1CCOCC1
-1.9781725799999998,CC(F)F,C1CCOCC1
-2.21016624,COC,C1CCOCC1
0.051887249999999996,FS(F)(F)(F)(F)F,C1CCOCC1
-2.49658386,CCC=C,C1CCOCC1
-2.48297787,CC(=C)C,C1CCOCC1
-4.83496926,CCCCCCCC,c1(c(c(c(c(c1F)F)F)F)F)F
-4.91960313,C1COCCO1,c1(c(c(c(c(c1F)F)F)F)F)F
-4.32739665,CCC(=O)C,c1(c(c(c(c(c1F)F)F)F)F)F
-4.14336987,C[N+](=O)[O-],c1(c(c(c(c(c1F)F)F)F)F)F
-2.78438514,CCO,c1(c(c(c(c(c1F)F)F)F)F)F
-5.33700723,Cc1ccccc1,c1(c(c(c(c(c1F)F)F)F)F)F
-3.3560673299999997,CC(C)OC,CC(C)OC
2.2756594800000003,[He],CCCCCCO
2.0777961,[Ne],CCCCCCO
0.90306876,[Ar],CCCCCCO
0.27281163,[Kr],CCCCCCO
-0.52256226,[Xe],CCCCCCO
1.60988841,[HH],CCCCCCO
0.9821679900000001,O=O,CCCCCCO
1.3029465,N#N,CCCCCCO
-0.4911993,[N-]=[N+]=O,CCCCCCO
0.47067501,C,CCCCCCO
-0.58252086,CC,CCCCCCO
-2.68360857,CCCCC,CCCCCCO
-3.39019761,CCCCCC,CCCCCCO
-4.00269777,CCCCCCC,CCCCCCO
-3.75179409,C1CCCCC1,CCCCCCO
-0.43377741000000003,C=C,CCCCCCO
1.20747396,C(F)(F)(F)F,CCCCCCO
-3.8364279599999995,C(Cl)(Cl)(Cl)Cl,CCCCCCO
-4.1200782600000005,CCCOCCC,CCCCCCO
-3.5470124100000002,CC(C)(C)OC,CCCCCCO
-3.87724593,CCC(=O)C,CCCCCCO
-4.32347628,CCCC#N,CCCCCCO
-6.684922680000001,CCCCCO,CCCCCCO
-7.14867939,CCCCCCO,CCCCCCO
-8.07642342,CCCCCCCO,CCCCCCO
-8.58122871,CCCCCCCCO,CCCCCCO
0.34107219,FS(F)(F)(F)(F)F,CCCCCCO
-4.53217833,Cc1ccccc1,CCCCCCO
-5.04782229,CCc1ccccc1,CCCCCCO
-4.06819101,CC(C)CC(C)(C)C,CCCCCCO
-6.30303252,CC(C)CC(C)O,CC(C)CC(C)O
2.455765890000001,[He],C1COCCO1
2.25098421,[Ne],C1COCCO1
1.06403454,[Ar],C1COCCO1
0.40933274999999997,[Kr],C1COCCO1
-0.42293874,[Xe],C1COCCO1
1.76001552,[HH],C1COCCO1
1.10508312,O=O,C1COCCO1
1.41894333,N#N,C1COCCO1
-1.15973769,C(=O)=O,C1COCCO1
-3.4107219,O=S=O,C1COCCO1
0.55945986,C,C1COCCO1
-0.51841128,CC,C1COCCO1
-1.24137363,CCC,C1COCCO1
-2.12829969,CCCC,C1COCCO1
-2.5784504100000003,CCCCC,C1COCCO1
-2.15551167,CC(C)(C)C,C1COCCO1
-3.1787282400000003,CCCCCC,C1COCCO1
-2.9877831599999993,CCCC(C)C,C1COCCO1
-3.80621805,CCCCCCC,C1COCCO1
-3.3424613400000003,CC(C)CC(C)C,C1COCCO1
-4.42033248,CCCCCCCC,C1COCCO1
-4.1200782600000005,CC(C)C(C)C(C)C,C1COCCO1
-5.0342163,CCCCCCCCC,C1COCCO1
-3.61527297,C1CCCCC1,C1COCCO1
-4.62488355,CCC1CCCCC1,C1COCCO1
-0.58667184,C=C,C1COCCO1
-1.36428876,CC=C,C1COCCO1
-2.03282715,C=CC=C,C1COCCO1
-1.70536095,C#C,C1COCCO1
1.3778947499999998,C(F)(F)(F)F,C1COCCO1
-4.09286628,C(Cl)Cl,C1COCCO1
-4.63848954,C(Cl)(Cl)Cl,C1COCCO1
-4.3248599400000005,C(Cl)(Cl)(Cl)Cl,C1COCCO1
-5.14329483,C1COCCO1,C1COCCO1
-3.8744786099999997,CC(=O)C,C1COCCO1
-4.47475644,CCC(=O)C,C1COCCO1
-5.68891809,CCCCC(=O)C,C1COCCO1
-4.3792839,CC#N,C1COCCO1
-4.06542369,CCN(CC)CC,C1COCCO1
-5.06142828,C[N+](=O)[O-],C1COCCO1
-4.2155508,O,C1COCCO1
-3.83366064,CO,C1COCCO1
-4.31102334,CCO,C1COCCO1
-4.51580502,CCCO,C1COCCO1
-5.63449413,C(C(F)(F)F)O,C1COCCO1
0.53201727,FS(F)(F)(F)(F)F,C1COCCO1
-4.5294110100000005,c1ccccc1,C1COCCO1
-5.1979494,Cc1ccccc1,C1COCCO1
-5.70275469,CCc1ccccc1,C1COCCO1
-5.78462124,c1ccc(cc1)Cl,C1COCCO1
-4.3656779100000005,CC(C)O,C1COCCO1
-3.02860113,C(=S)=S,C1COCCO1
-5.68891809,c1ccncc1,C1COCCO1
-4.48836243,CCOC(=O)C,C1COCCO1
-6.166511400000001,CN(C)C=O,C1COCCO1
-1.93735461,C1CC1,C1COCCO1
-3.3560673299999997,CC(C)(C)Cl,C1COCCO1
-3.80621805,CC(C)(C)Br,C1COCCO1
-4.46115045,C(C(F)(Cl)Cl)(F)(Cl)Cl,C1COCCO1
-3.4379338799999997,C[Sn](C)(C)C,C1COCCO1
-7.23054594,c1ccc(cc1)CCl,C1COCCO1
1.7189669399999998,[2H][2H],C1COCCO1
-4.97956173,C(CCl)Cl,C1COCCO1
-5.53902159,CCC(C)O,C1COCCO1
-6.37106247,CC[Sn](CC)(CC)CC,C1COCCO1
-4.22915679,c1(c(c(c(c(c1F)F)F)F)F)F,C1COCCO1
-4.09286628,CC1CCCCC1,C1COCCO1
-3.98378775,CC(C)CCC(C)C,C1COCCO1
-4.91130117,C(=C(Cl)Cl)Cl,C1COCCO1
-5.10247686,C(=C(Cl)Cl)(Cl)Cl,C1COCCO1
-4.5294110100000005,C1CCOCC1,C1COCCO1
-4.33846593,CCCCN,C1COCCO1
-4.6931441099999995,c1ccc(cc1)F,C1COCCO1
-6.45292902,c1ccc(cc1)Br,C1COCCO1
-4.84442427,CCCCCCl,C1COCCO1
-5.307027930000001,CC[Si](CC)(CC)CC,C1COCCO1
-7.0123888800000005,c1ccc(c(c1)Cl)Cl,C1COCCO1
-6.835049789999999,CCCCCCC(=O)C,C1COCCO1
-7.21693995,c1ccc(cc1)I,C1COCCO1
-5.320633920000001,CC(C)CC(=O)C,C1COCCO1
-2.455765890000001,CC#C,C1COCCO1
-3.0013891499999996,CCC#C,C1COCCO1
-3.20594022,C=CC#C,C1COCCO1
-6.3302445,C1CCC(C1)O,C1COCCO1
-5.839045199999999,C(CBr)Br,C1COCCO1
-4.40649588,C(C(F)(F)F)(Cl)Br,C1COCCO1
-9.80922696,c1ccc(cc1)C(=O)O,C1COCCO1
-5.716360679999999,C1COCCN1,C1COCCO1
2.3464567499999998,[He],CCCCCCCCO
2.1419056800000003,[Ne],CCCCCCCCO
0.968562,[Ar],CCCCCCCCO
0.32746620000000004,[Kr],CCCCCCCCO
-0.51841128,[Xe],CCCCCCCCO
1.76001552,[HH],CCCCCCCCO
1.03682256,O=O,CCCCCCCCO
1.39150074,N#N,CCCCCCCCO
-0.45015072,[N-]=[N+]=O,CCCCCCCCO
1.20055566,[C-]#[O+],CCCCCCCCO
-0.21838766999999998,C(=O)=O,CCCCCCCCO
0.51841128,C,CCCCCCCCO
-0.57306585,CC,CCCCCCCCO
-1.32324018,CCC,CCCCCCCCO
-2.08725111,CCCC,CCCCCCCCO
-2.6603169600000003,CCCCC,CCCCCCCCO
-3.32885535,CCCCCC,CCCCCCCCO
-4.02460572,CCCCCCC,CCCCCCCCO
-4.50219903,CCCCCCCC,CCCCCCCCO
-3.6971395200000003,C1CCCCC1,CCCCCCCCO
-0.38189016,C=C,CCCCCCCCO
1.2960282,C(F)(F)(F)F,CCCCCCCCO
-3.0968616900000003,C(Cl)Cl,CCCCCCCCO
-3.82005465,C(Cl)(Cl)Cl,CCCCCCCCO
-3.80621805,C(Cl)(Cl)(Cl)Cl,CCCCCCCCO
-2.94673458,CI,CCCCCCCCO
-3.53340642,CCI,CCCCCCCCO
-1.86909405,COC,CCCCCCCCO
-2.9877831599999993,CCOCC,CCCCCCCCO
-4.0518177,CCCOCCC,CCCCCCCCO
-3.62887896,CC(C)OC(C)C,CCCCCCCCO
-5.307027930000001,CCCCOCCCC,CCCCCCCCO
-3.66992754,CCOC(C)(C)C,CCCCCCCCO
-4.06542369,CCC(C)(C)OC,CCCCCCCCO
-3.5198004299999996,CC(C)(C)OC,CCCCCCCCO
-3.9019212,C1CCOC1,CCCCCCCCO
-4.3248599400000005,C1COCCO1,CCCCCCCCO
-3.15151626,CC(=O)C,CCCCCCCCO
-3.7790060700000003,CCC(=O)C,CCCCCCCCO
-4.35207192,CCCC(=O)C,CCCCCCCCO
-5.0206103099999995,CCCCC(=O)C,CCCCCCCCO
-5.66170611,CCCCCC(=O)C,CCCCCCCCO
-3.15151626,CC(=O)OC,CCCCCCCCO
-4.3248599400000005,CCCOC(=O)C,CCCCCCCCO
-4.97956173,CCCCOC(=O)C,CCCCCCCCO
-3.15151626,CC#N,CCCCCCCCO
-3.66992754,CCC#N,CCCCCCCCO
-4.25659938,CCCC#N,CCCCCCCCO
-2.72857752,CNC,CCCCCCCCO
-3.4379338799999997,C[N+](=O)[O-],CCCCCCCCO
-3.8744786099999997,CO,CCCCCCCCO
-4.3656779100000005,CCO,CCCCCCCCO
-5.0206103099999995,CCCO,CCCCCCCCO
-5.716360679999999,CCCCO,CCCCCCCCO
-6.39850506,CCCCCO,CCCCCCCCO
-7.06704345,CCCCCCO,CCCCCCCCO
-8.226550529999999,CCCCCCCCO,CCCCCCCCO
0.40933274999999997,FS(F)(F)(F)(F)F,CCCCCCCCO
-3.82005465,c1ccccc1,CCCCCCCCO
-4.51580502,Cc1ccccc1,CCCCCCCCO
-5.07503427,CCc1ccccc1,CCCCCCCCO
-5.57983956,CCCc1ccccc1,CCCCCCCCO
-5.42971245,CC(C)c1ccccc1,CCCCCCCCO
-2.87870463,CCBr,CCCCCCCCO
-2.64671097,CN(C)C,CCCCCCCCO
-4.6112775599999996,CC(C)O,CCCCCCCCO
-3.11046768,C(=S)=S,CCCCCCCCO
-5.17050681,Cc1ccc(cc1)C,CCCCCCCCO
-3.6835335299999996,CCOC(=O)C,CCCCCCCCO
-5.97556632,CN(C)C=O,CCCCCCCCO
-3.7107455099999997,CCCCCl,CCCCCCCCO
-3.574455,C[Sn](C)(C)C,CCCCCCCCO
-2.63310498,CCCC=C,CCCCCCCCO
-3.28780677,CCCCC=C,CCCCCCCCO
-2.81044407,CC(=C)C=C,CCCCCCCCO
-3.7926120599999997,C(CCl)Cl,CCCCCCCCO
-3.05604372,CCCCl,CCCCCCCCO
-2.5920564,CN,CCCCCCCCO
-5.880093780000001,CC(=O)O,CCCCCCCCO
-5.361682500000001,CC(C)CO,CCCCCCCCO
-5.18434341,CCC(C)O,CCCCCCCCO
-4.7750106599999995,CC(C)(C)O,CCCCCCCCO
-5.320633920000001,Cc1ccccc1C,CCCCCCCCO
-4.16112684,CC1CCCCC1,CCCCCCCCO
-4.2155508,CCCCBr,CCCCCCCCO
-6.166511400000001,CC(C)CCO,CCCCCCCCO
-7.06704345,C1CCC(CC1)O,CCCCCCCCO
-5.86648779,C(CCl)O,CCCCCCCCO
-3.6835335299999996,CC(Cl)(Cl)Cl,CCCCCCCCO
-2.9877831599999993,CCOC=O,CCCCCCCCO
-4.5702289799999996,CCCCCCC=C,CCCCCCCCO
-5.225161380000001,CCCCCCCC=C,CCCCCCCCO
-3.8608726200000003,C1CCC=CC1,CCCCCCCCO
-1.8963060299999999,CCl,CCCCCCCCO
-3.28780677,CC(Cl)Cl,CCCCCCCCO
-4.63848954,C(C(Cl)Cl)Cl,CCCCCCCCO
-6.09825084,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,CCCCCCCCO
-4.03821171,CC(CCl)Cl,CCCCCCCCO
-3.49258845,C(=C\Cl)\Cl,CCCCCCCCO
-4.079260290000001,C(=C(Cl)Cl)Cl,CCCCCCCCO
-4.74756807,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCO
-4.18833882,C(Br)Br,CCCCCCCCO
-4.89769518,C(Cl)(Br)Br,CCCCCCCCO
-4.63848954,CC(C)COCC(C)C,CCCCCCCCO
-6.548401559999999,CCCCCOCCCCC,CCCCCCCCO
-4.39288989,C1CCOCC1,CCCCCCCCO
-4.3656779100000005,CCC(=O)CC,CCCCCCCCO
-4.14729024,CC(C)C(=O)C,CCCCCCCCO
-5.00677371,C1CCC(=O)C1,CCCCCCCCO
-2.3875053299999998,COC=O,CCCCCCCCO
-3.62887896,CCCOC=O,CCCCCCCCO
-5.62088814,CCCCCOC(=O)C,CCCCCCCCO
-6.248377950000001,CCCCCCOC(=O)C,CCCCCCCCO
-3.9973937400000006,CC(C)OC(=O)C,CCCCCCCCO
-4.7067501,CC(C)COC(=O)C,CCCCCCCCO
-5.37528849,CC(C)CCOC(=O)C,CCCCCCCCO
-4.29741735,CCC(=O)OCC,CCCCCCCCO
-4.8568772099999995,CCCC(=O)OCC,CCCCCCCCO
-3.9155271899999997,CC(C)C#N,CCCCCCCCO
-4.91130117,CCCCC#N,CCCCCCCCO
-5.56623357,CCCCCC#N,CCCCCCCCO
-4.92513777,CCCCN,CCCCCCCCO
-4.89769518,CCCNCCC,CCCCCCCCO
-3.92913318,CC[N+](=O)[O-],CCCCCCCCO
-4.43393847,CCC[N+](=O)[O-],CCCCCCCCO
-13.506366479999999,CCCCCCCCCCCCCCCCO,CCCCCCCCO
-14.91147321,CCCCCCCCCCCCCCCCCCO,CCCCCCCCO
-16.453101059999998,CCCCCCCCCCCCCCCCCCCCO,CCCCCCCCO
-6.7667892300000005,CS(=O)C,CCCCCCCCO
-5.17050681,Cc1cccc(c1)C,CCCCCCCCO
-5.47076103,COc1ccccc1,CCCCCCCCO
-6.084644849999999,c1ccc(cc1)C#N,CCCCCCCCO
-5.511578999999999,C1CCNCC1,CCCCCCCCO
-4.96595574,CN1CCCC1,CCCCCCCCO
-5.55262758,C1CCNC1,CCCCCCCCO
-5.63449413,c1cc(cc(c1)Cl)Cl,CCCCCCCCO
1.12560741,[Ar],c1ccc(cc1)C#N
1.07648748,[C-]#[O+],c1ccc(cc1)C#N
-2.59482372,O=S=O,c1ccc(cc1)C#N
-0.51564396,CC,c1ccc(cc1)C#N
-1.11315447,CCC,c1ccc(cc1)C#N
-1.8063681299999998,CCCC,c1ccc(cc1)C#N
-2.5021185,CCCCC,c1ccc(cc1)C#N
-3.11046768,CCCCCC,c1ccc(cc1)C#N
-2.8918494000000003,CCCC(C)C,c1ccc(cc1)C#N
-3.7381881,CCCCCCC,c1ccc(cc1)C#N
-3.2296930500000003,CC(C)CC(C)C,c1ccc(cc1)C#N
-4.35737595,CCCCCCCC,c1ccc(cc1)C#N
-3.99208971,CC(C)C(C)C(C)C,c1ccc(cc1)C#N
-4.96664757,CCCCCCCCC,c1ccc(cc1)C#N
-3.52395141,C1CCCCC1,c1ccc(cc1)C#N
-4.55385567,CCC1CCCCC1,c1ccc(cc1)C#N
-0.45015072,C=C,c1ccc(cc1)C#N
-2.882625,CCCl,c1ccc(cc1)C#N
-3.7831570500000002,C(Cl)Cl,c1ccc(cc1)C#N
-3.4107219,CI,c1ccc(cc1)C#N
-4.00546509,CCI,c1ccc(cc1)C#N
-5.14606215,C1COCCO1,c1ccc(cc1)C#N
-4.57853094,CCC(=O)C,c1ccc(cc1)C#N
-4.81859595,CCC#N,c1ccc(cc1)C#N
-2.80214211,CNC,c1ccc(cc1)C#N
-4.06150332,CCN(CC)CC,c1ccc(cc1)C#N
-4.92375411,C[N+](=O)[O-],c1ccc(cc1)C#N
-3.3835099200000003,CO,c1ccc(cc1)C#N
-3.8431156499999997,CCO,c1ccc(cc1)C#N
0.71074002,FS(F)(F)(F)(F)F,c1ccc(cc1)C#N
-4.34376996,c1ccccc1,c1ccc(cc1)C#N
-5.02591434,Cc1ccccc1,c1ccc(cc1)C#N
-5.6261921699999995,c1ccc(cc1)Cl,c1ccc(cc1)C#N
-3.4079545799999997,CCBr,c1ccc(cc1)C#N
-3.18149556,C(=S)=S,c1ccc(cc1)C#N
-3.14736528,CC(C)(C)Cl,c1ccc(cc1)C#N
-3.6438686099999997,CC(C)(C)Br,c1ccc(cc1)C#N
-2.60566239,CCCC=C,c1ccc(cc1)C#N
-3.0232970999999997,CCCCC=C,c1ccc(cc1)C#N
-3.0000054900000004,CC(=C)C=C,c1ccc(cc1)C#N
-3.8341218599999998,CC(C)CCC(C)C,c1ccc(cc1)C#N
-2.89092696,CC=C(C)C,c1ccc(cc1)C#N
-3.9510411299999997,C1CCC=CC1,c1ccc(cc1)C#N
-2.19102561,CCl,c1ccc(cc1)C#N
-7.3084921199999995,c1ccc(cc1)C#N,c1ccc(cc1)C#N
